"Код","Артикул","Наименование","Полное наименование","Цена дил.","Цена роз.","Статус","Остаток","Заказ"
"Мобильные телефоны и аксессуары","","","","","","","",""
"Мобильные телефоны","","","","","","","",""
"44289","220333QPG","Мобильный телефон POCO C40 4GB RAM 64GB ROM POCO Yellow","Мобильный телефон, POCO, C40 4GB 64GB, 6.71"" HD+, Аккумулятор 6000 мАч, 13MPx+2MPx/5MPx, JLQ JR510, Gorilla Glass, Fast Charge 18W, (POCO Yellow) Жёлтый","59990","59990","",">50",""
"44325","220333QPG","Мобильный телефон POCO C40 4GB RAM 64GB ROM Power Black","Мобильный телефон, POCO, C40 4GB 64GB, 6.71"" HD+, Аккумулятор 6000 мАч, 13MPx+2MPx/5MPx, JLQ JR510, Gorilla Glass, Fast Charge 18W, (Power Black) Чёрный","59990","59990","",">50",""
"45474","22071219CG","Мобильный телефон POCO M5 4GB RAM 64GB ROM Black","Мобильный телефон, POCO, M5 4GB 64GB, 6.58"" FHD+, Аккумулятор 5000 мАч, 50MPx+2MPx+2MPx/5MPx, Mediatek G99, Gorilla Glass 3, Fast Charge 18W, (Black) Чёрный","82500","99990","",">50",""
"45505","22071219CG","Мобильный телефон POCO M5 4GB RAM 64GB ROM Green","Мобильный телефон, POCO, M5 4GB 64GB, 6.58"" FHD+, Аккумулятор 5000 мАч, 50MPx+2MPx+2MPx/5MPx, Mediatek G99, Gorilla Glass 3, Fast Charge 18W, (Green) Зелёный","82500","99990","",">50",""
"45527","22071219CG","Мобильный телефон POCO M5 4GB RAM 64GB ROM Yellow","Мобильный телефон, POCO, M5 4GB 64GB, 6.58"" FHD+, Аккумулятор 5000 мАч, 50MPx+2MPx+2MPx/5MPx, Mediatek G99, Gorilla Glass 3, Fast Charge 18W, (Yellow) Жёлтый","82500","99990","",">50",""
"50208"," 22111317PG","Мобильный телефон Poco X5 5G 6GB RAM 128GB ROM Black","Мобильный телефон, Poco, X5 5G 6GB 128GB, 6.67"" GOLED, Аккумулятор 5000 мАч, 48MPx+8MPx+2MPx/13MPx, Snapdragon 695, Gorilla Glass 5, NFC, Fast Charge 33W, (Black) Чёрный","109000","129990","",">50",""
"50372","22111317PG","Мобильный телефон Poco X5 5G 6GB RAM 128GB ROM Blue","Мобильный телефон, Poco, X5 5G 6GB 128GB, 6.67"" GOLED, Аккумулятор 5000 мАч, 48MPx+8MPx+2MPx/13MPx, Snapdragon 695, Gorilla Glass 5, NFC, Fast Charge 33W, (Blue) Синий","109000","129990","","0",""
"50373","22111317PG ","Мобильный телефон Poco X5 5G 6GB RAM 128GB ROM Green","Мобильный телефон, Poco, X5 5G 6GB 128GB, 6.67"" GOLED, Аккумулятор 5000 мАч, 48MPx+8MPx+2MPx/13MPx, Snapdragon 695, Gorilla Glass 5, NFC, Fast Charge 33W, (Green) Зеленый","109000","129990","",">50",""
"49486"," 22111317PG","Мобильный телефон Poco X5 5G 8GB RAM 256GB ROM Black","Мобильный телефон, Poco, X5 5G 8GB 256GB, 6.67"" GOLED, Аккумулятор 5000 мАч, 48MPx+8MPx+2MPx/13MPx, Snapdragon 695, Gorilla Glass 5, NFC, Fast Charge 33W, (Black) Чёрный","149500","149990","",">50",""
"49539"," 22111317PG","Мобильный телефон Poco X5 5G 8GB RAM 256GB ROM Blue","Мобильный телефон, Poco, X5 5G 8GB 256GB, 6.67"" GOLED, Аккумулятор 5000 мАч, 48MPx+8MPx+2MPx/13MPx, Snapdragon 695, Gorilla Glass 5, NFC, Fast Charge 33W, (Blue) Синий","149500","149990","",">50",""
"49540"," 22111317PG","Мобильный телефон Poco X5 5G 8GB RAM 256GB ROM Green","Мобильный телефон, Poco, X5 5G 8GB 256GB, 6.67"" GOLED, Аккумулятор 5000 мАч, 48MPx+8MPx+2MPx/13MPx, Snapdragon 695, Gorilla Glass 5, NFC, Fast Charge 33W, (Green) Зелёный","149500","149990","",">50",""
"49516"," 22101320G","Мобильный телефон Poco X5 Pro 5G 8GB RAM 256GB ROM Black","Мобильный телефон, Poco, X5 Pro 5G 8GB 256GB, 6.67"" POLED, Аккумулятор 5000 мАч, 108MPx+8MPx+2MPx/16MPx, Snapdragon 778G, Gorilla Glass 5, NFC, Fast Charge 67W, (Black) Чёрный","183500","189990","",">50",""
"49517"," 22101320G","Мобильный телефон Poco X5 Pro 5G 8GB RAM 256GB ROM Blue","Мобильный телефон, Poco, X5 Pro 5G 8GB 256GB, 6.67"" POLED, Аккумулятор 5000 мАч, 108MPx+8MPx+2MPx/16MPx, Snapdragon 778G, Gorilla Glass 5, NFC, Fast Charge 67W, (Blue) Синий","183500","189990","",">50",""
"49518"," 22101320G","Мобильный телефон Poco X5 Pro 5G 8GB RAM 256GB ROM Yellow","Мобильный телефон, Poco, X5 Pro 5G 8GB 256GB, 6.67"" POLED, Аккумулятор 5000 мАч, 108MPx+8MPx+2MPx/16MPx, Snapdragon 778G, Gorilla Glass 5, NFC, Fast Charge 67W, (Yellow) Жёлтый","183500","189990","","46",""
"49293","it2163N","Мобильный телефон ITEL it2163N Black","Мобильный телефон, ITEL, it2163N, (Black) Чёрный","4800","5990","",">60",""
"49309","it2163N","Мобильный телефон ITEL it2163N Deep Blue","Мобильный телефон, ITEL, it2163N, (Deep Blue) Тёмно-синий","4800","5990","",">60",""
"49311","it2173","Мобильный телефон ITEL it2173 Black","Мобильный телефон, ITEL, it2173, (Black) Чёрный","5500","7990","",">60",""
"49312","it2173","Мобильный телефон ITEL it2173 Deep Blue","Мобильный телефон, ITEL, it2173, (Deep Blue) Тёмно-синий","5500","7990","",">60",""
"49313","it2173","Мобильный телефон ITEL it2173 Blue","Мобильный телефон, ITEL, it2173, (Blue) Синий","5500","7990","",">60",""
"49320","it5615","Мобильный телефон ITEL it5615 Magnet Black","Мобильный телефон, ITEL, it5615, (Magnet Black) Чёрный","6200","8990","",">50",""
"49319","it5615","Мобильный телефон ITEL it5615 Elegant Blue","Мобильный телефон, ITEL, it5615, (Elegant Blue) Синий","6200","8990","",">50",""
"49318","it5029","Мобильный телефон ITEL it5029 Black","Мобильный телефон, ITEL, it5029, (Black) Чёрный","7500","10990","",">50",""
"49317","it5029","Мобильный телефон ITEL it5029 Deep Blue","Мобильный телефон, ITEL, it5029, (Deep Blue) Тёмно-синий","7500","10990","",">50",""
"49321","it5626","Мобильный телефон ITEL it5626 Dark Green","Мобильный телефон, ITEL, it5626, (Dark Green) Тёмно-зелёный","8200","11990","",">50",""
"49322","it5626","Мобильный телефон ITEL it5626 Black","Мобильный телефон, ITEL, it5626, (Black) Чёрный","8200","11990","",">50",""
"49323","CX01","Мобильный телефон ITEL Power 900 CX01 Black","Мобильный телефон, ITEL, Power 900 CX01, (Black) Чёрный","9000","12990","","18",""
"49324","CX01","Мобильный телефон ITEL Power 900 CX01 Deep Blue","Мобильный телефон, ITEL, Power 900 CX01, (Deep Blue) Тёмно-синий","9000","12990","","16",""
"43702","21121210G","Мобильный телефон POCO F4 GT 12GB RAM 256GB ROM Stealth Black","Мобильный телефон, POCO, F4 GT 12GB 256GB, 6.67"" AMOLED, Аккумулятор 4700 мАч, 64MPx+8MPx+2MPx/20MPx, Snapdragon 8 Gen 1, Gorilla Glass Victus, NFC, Hyper Charge 120W, (Stealth Black) Чёрный","278000","299990","","0",""
"43705","21121210G","Мобильный телефон POCO F4 GT 12GB RAM 256GB ROM Cyber Yellow","Мобильный телефон, POCO, F4 GT 12GB 256GB, 6.67"" AMOLED, Аккумулятор 4700 мАч, 64MPx+8MPx+2MPx/20MPx, Snapdragon 8 Gen 1, Gorilla Glass Victus, NFC, Hyper Charge 120W, (Cyber Yellow) Жёлтый","278000","299990","","0",""
"43706","21121210G","Мобильный телефон POCO F4 GT 12GB RAM 256GB ROM Knight Silver","Мобильный телефон, POCO, F4 GT 12GB 256GB, 6.67"" AMOLED, Аккумулятор 4700 мАч, 64MPx+8MPx+2MPx/20MPx, Snapdragon 8 Gen 1, Gorilla Glass Victus, NFC, Hyper Charge 120W, (Knight Silver) Серебристый","278000","299990","","0",""
"34061","M2006C3LG","Мобильный телефон Redmi 9A 2GB RAM 32GB ROM Granite Gray","Мобильный телефон, Redmi, 9A 32GB, 2GB, 6.53"",Android MIUI, Helio G25, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Granite Gray) Серый","51000","34990","","1",""
"43482","M2006C3LG","Мобильный телефон Redmi 9A 2GB RAM 32GB ROM Glacial Blue","Мобильный телефон, Redmi, 9A 32GB, 2GB, 6.53"",Android MIUI, Helio G25, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Glacial Blue) Бирюзовый","51000","34990","","0",""
"34062","M2006C3LG","Мобильный телефон Redmi 9A 2GB RAM 32GB ROM Sky Blue","Мобильный телефон, Redmi, 9A 32GB, 2GB, 6.53"",Android MIUI, Helio G25, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Sky Blue) Синий","51000","34990","","0",""
"34199","M2006C3LG","Мобильный телефон Redmi 9A 2GB RAM 32GB ROM Peacock Green","Мобильный телефон, Redmi, 9A 32GB, 2GB, 6.53"",Android MIUI, Helio G25, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Peacock Green) Зелёный","51000","34990","","0",""
"34732","M2006C3MG","Мобильный телефон Redmi 9C 3GB RAM 64GB ROM Sunrise Orange","Мобильный телефон, Redmi, 9C 64GB, 3GB, 6.53"",Android MIUI, Helio G35, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Sunrise Orange) Оранжевый","54990","54990","","0",""
"34710","M2006C3MG","Мобильный телефон Redmi 9C 3GB RAM 64GB ROM Twilight Blue","Мобильный телефон, Redmi, 9C 64GB, 3GB, 6.53"",Android MIUI, Helio G35, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Twilight Blue) Синий","54990","54990","","0",""
"43174","M2006C3MG","Мобильный телефон Redmi 9C 3GB RAM 64GB ROM Lavender Purple","Мобильный телефон, Redmi, 9C 64GB, 3GB, 6.53"",Android MIUI, Helio G35, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Lavender Purple) Фиолетовый","54990","54990","","0",""
"34493","M2006C3MG","Мобильный телефон Redmi 9C 3GB RAM 64GB ROM Midnight Gray","Мобильный телефон, Redmi, 9C 64GB, 3GB, 6.53"",Android MIUI, Helio G35, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Midnight Gray) Серый","54990","54990","","0",""
"41001","M2006C3MG","Мобильный телефон Redmi 9C 4GB RAM 128GB ROM Lavender Purple","Мобильный телефон, Redmi, 9C 128GB, 4GB, 6.53"", Android MIUI, Helio G35, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Lavender Purple) Фиолетовый","64990","64990","","0",""
"39134","M2006C3MG","Мобильный телефон Redmi 9C 4GB RAM 128GB ROM Sunrise Orange","Мобильный телефон, Redmi, 9C 128GB, 4GB, 6.53"",Android MIUI, Helio G35, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Sunrise Orange) Оранжевый","64990","64990","","0",""
"42125","M2006C3MG","Мобильный телефон Redmi 9C 4GB RAM 128GB ROM Aurora Green","Мобильный телефон, Redmi, 9C 128GB, 4GB, 6.53"", Android MIUI, Helio G35, PowerVRGE8320, Камера 13 Мп, 5 Мп, 1600 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Aurora Green) Зелёный","64990","64990","","0",""
"42306","220333QAG","Мобильный телефон Redmi 10C 4GB RAM 128GB ROM Ocean Blue","Мобильный телефон, Redmi, 10C 128GB, 4GB, 6.71"", Android MIUI, Snapdragon 680, Andreno 610, Камера 50MPx+2MP, 5 Мп, 1650 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Ocean Blue) Синий","71700","64990","","0",""
"42307","220333QAG","Мобильный телефон Redmi 10C 4GB RAM 128GB ROM Mint Green","Мобильный телефон, Redmi, 10C 128GB, 4GB, 6.71"", Android MIUI, Snapdragon 680, Andreno 610, Камера 50MPx+2MP, 5 Мп, 1650 x 720, Bluetooth 5.0, 5000 мАч, Nano-SIM x2 + Micro SD (2 +1), (Mint Green) Зелёный","71700","64990","","0",""
"39144","21061119DG","Мобильный телефон Redmi 10 4GB RAM 64GB ROM Carbon Gray","Мобильный телефон, Redmi, 10 64GB, 4GB, 6.5"", Android MIUI, Helio G88, Mali-G52 MC2, Камера 50 Мп, 8 Мп, 2400 x 1080, Bluetooth 5.1, 5000 мАч, (Carbon Gray) Серый","74990","69990","","0",""
"38877","21061119AG","Мобильный телефон Redmi 10 4GB RAM 64GB ROM Pebble White","Мобильный телефон, Redmi, 10 64GB, 4GB, 6.5"", Android MIUI, Helio G88, Mali-G52 MC2, Камера 50 Мп, 8 Мп, 2400 x 1080, Bluetooth 5.1, 5000 мАч, (Pebble White) Белый","74990","69990","","0",""
"39149","21061119DG","Мобильный телефон Redmi 10 4GB RAM 64GB ROM Sea Blue","Мобильный телефон, Redmi, 10 64GB, 4GB, 6.5"", Android MIUI, Helio G88, Mali-G52 MC2, Камера 50 Мп, 8 Мп, 2400 x 1080, Bluetooth 5.1, 5000 мАч, (Sea Blue) Синий","74990","69990","","0",""
"39146","21061119DG","Мобильный телефон Redmi 10 4GB RAM 128GB ROM Carbon Gray","Мобильный телефон, Redmi, 10 128GB, 4GB, 6.5"", Android MIUI, Helio G88, Mali-G52 MC2, Камера 50 Мп, 8 Мп, 2400 x 1080, Bluetooth 5.1, 5000 мАч, (Carbon Gray) Серый","84990","79990","","0",""
"39145","21061119DG","Мобильный телефон Redmi 10 4GB RAM 128GB ROM Pebble White","Мобильный телефон, Redmi, 10 128GB, 4GB, 6.5"", Android MIUI, Helio G88, Mali-G52 MC2, Камера 50 Мп, 8 Мп, 2400 x 1080, Bluetooth 5.1, 5000 мАч, (Pebble White) Белый","84990","79990","","0",""
"39150","21061119DG","Мобильный телефон Redmi 10 4GB RAM 128GB ROM Sea Blue","Мобильный телефон, Redmi, 10 128GB, 4GB, 6.5"", Android MIUI, Helio G88, Mali-G52 MC2, Камера 50 Мп, 8 Мп, 2400 x 1080, Bluetooth 5.1, 5000 мАч, (Sea Blue) Синий","84990","79990","","0",""
"39147","21061119AG","Мобильный телефон Redmi 10 6GB RAM 128GB ROM Pebble White","Мобильный телефон, Redmi, 10 128GB, 6GB, 6.5"", Android MIUI, Helio G88, Mali-G52 MC2, Камера 50 Мп, 8 Мп, 2400 x 1080, Bluetooth 5.1, 5000 мАч, (Pebble White) Белый","93500","99990","","0",""
"39151","21061119AG","Мобильный телефон Redmi 10 6GB RAM 128GB ROM Sea Blue","Мобильный телефон, Redmi, 10 128GB, 6GB, 6.5"", Android MIUI, Helio G88, Mali-G52 MC2, Камера 50 Мп, 8 Мп, 2400 x 1080, Bluetooth 5.1, 5000 мАч, (Sea Blue) Синий","93500","99990","","0",""
"41280","21061119AG","Мобильный телефон Redmi 10 6GB RAM 128GB ROM Carbon Gray","Мобильный телефон, Redmi, 10 128GB, 6GB, 6.5"", Android MIUI, Helio G88, Mali-G52 MC2, Камера 50 Мп, 8 Мп, 2400 x 1080, Bluetooth 5.1, 5000 мАч, (Carbon Gray) Серый","93500","99990","","0",""
"37988","M2101K7BNY","Мобильный телефон Redmi Note 10S 6GB RAM 128GB ROM Onyx Gray","Мобильный телефон, Redmi, Note 10S 6GB 128GB, 6.43"" FHD+AMOLED, Аккумулятор 5000 мАч, 2400х1080, Bluetooth 5.0, 64MPx+8MPx+2MPx+2MPx/13MPx, Mediatek G95, Gorilla Glass 3, Fast Charge 33W, (Onyx Gray) Серый","94990","94990","","0",""
"41536","2201117TG","Мобильный телефон Redmi Note 11 4GB RAM 128GB ROM Star Blue","Мобильный телефон, Redmi, Note 11 4GB 128GB, 6.43"" FHD+, Аккумулятор 5000 мАч, 50MPx+8MPx+2MPx+2MPx/13MPx, Snapdragon 680, Gorilla Glass 5, Fast Charge 33W, (Star Blue) Светло-синий","100150","99990","","0",""
"41253","2201117TG","Мобильный телефон Redmi Note 11 4GB RAM 128GB ROM Graphite Gray","Мобильный телефон, Redmi, Note 11 4GB 128GB, 6.43"" FHD+, Аккумулятор 5000 мАч, 50MPx+8MPx+2MPx+2MPx/13MPx, Snapdragon 680, Gorilla Glass 3, Fast Charge 33W, (Graphite Gray) Серый","100150","99990","","0",""
"41818","2201117SG","Мобильный телефон Redmi Note 11S 6GB RAM 64GB ROM Pearl White","Мобильный телефон, Redmi, Note 11S 6GB 64GB, 6.43"" FHD+AMOLED, Аккумулятор 5000 мАч, 108MPx+8MPx+2MPx+2MPx/16MPx, Mediatek G96, Gorilla Glass 3, Fast Charge 33W, (Pearl White) Белый","108350","99990","","0",""
"41819","2201117SG","Мобильный телефон Redmi Note 11S 6GB RAM 128GB ROM Pearl White","Мобильный телефон, Redmi, Note 11S 6GB 128GB, 6.43"" FHD+AMOLED, Аккумулятор 5000 мАч, 108MPx+8MPx+2MPx+2MPx/16MPx, Mediatek G96, Gorilla Glass 3, Fast Charge 33W, (Pearl White) Белый","116550","109990","","0",""
"42347","2201116SG","Мобильный телефон Redmi Note 11 Pro 5G 6GB RAM 64GB ROM Graphite Gray","Мобильный телефон, Redmi, Note 11 Pro 5G 6GB 64GB, 6.67"" FHD+AMOLED, Аккумулятор 5000 мАч, 108MPx+8MPx+2MPx/16MPx, Snapdragon 695, Gorilla Glass 5, NFC, Fast Charge 67W, (Graphite Gray) Серый","129900","129990","","0",""
"42345","2201116TG","Мобильный телефон Redmi Note 11 Pro 8GB RAM 128GB ROM Polar White","Мобильный телефон, Redmi, Note 11 Pro 8GB 128GB, 6.67"" FHD+AMOLED, Аккумулятор 5000 мАч, 108MPx+8MPx+2MPx+2MPx/16MPx, Mediatek Helio G96, Gorilla Glass 5, NFC, Fast Charge 67W, (Polar White) Белый","133510","159990","","0",""
"42346","2201116TG","Мобильный телефон Redmi Note 11 Pro 8GB RAM 128GB ROM Graphite Gray","Мобильный телефон, Redmi, Note 11 Pro 8GB 128GB, 6.67"" FHD+AMOLED, Аккумулятор 5000 мАч, 108MPx+8MPx+2MPx+2MPx/16MPx, Mediatek Helio G96, Gorilla Glass 5, NFC, Fast Charge 67W, (Graphite Gray) Серый","133510","159990","","0",""
"39858","2109119DG","Мобильный телефон Xiaomi 11 Lite 5G NE 8GB RAM 128GB ROM Bubblegum Blue","Мобильный телефон, Xiaomi, 11 Lite 5G NE 8GB 128GB, 6.55"" FHD+OLED, Аккумулятор 4250 мАч, 64MPx+8MPx+5MPx/20MPx, Snapdragon 778G, Gorilla Glass 5, Fast Charge 33W, (Bubblegum Blue) Синий","142990","142990","","0",""
"39768","2109119DG","Мобильный телефон Xiaomi 11 Lite 5G NE 8GB RAM 256GB ROM Bubblegum Blue","Мобильный телефон, Xiaomi, 11 Lite 5G NE 8GB 256GB, 6.55"" FHD+OLED, Аккумулятор 4250 мАч, 64MPx+8MPx+5MPx/20MPx, Snapdragon 778G, Gorilla Glass 5, Fast Charge 33W, (Bubblegum Blue) Синий","164990","164990","","0",""
"39769","2109119DG","Мобильный телефон Xiaomi 11 Lite 5G NE 8GB RAM 256GB ROM Snowflake White","Мобильный телефон, Xiaomi, 11 Lite 5G NE 8GB 256GB, 6.55"" FHD+OLED, Аккумулятор 4250 мАч, 64MPx+8MPx+5MPx/20MPx, Snapdragon 778G, Gorilla Glass 5, Fast Charge 33W, (Snowflake White) Белый","164990","164990","","0",""
"40581","21081111RG","Мобильный телефон Xiaomi 11T 8GB RAM 128GB ROM Moonlight White","Мобильный телефон, Xiaomi, 11T 8GB 128GB, 6.67"" AMOLED, Аккумулятор 5000 мАч, 108MPx+8MPx+5MPx/16MPx, Dimensity 1200, Gorilla Glass Victus, NFC, Fast Charge 67W, (Moonlight White) Белый","197990","197990","","0",""
"40384","21081111RG","Мобильный телефон Xiaomi 11T 8GB RAM 128GB ROM Meteorite Gray","Мобильный телефон, Xiaomi, 11T 8GB 128GB, 6.67"" AMOLED, Аккумулятор 5000 мАч, 108MPx+8MPx+5MPx/16MPx, Dimensity 1200, Gorilla Glass Victus, NFC, Fast Charge 67W, (Meteorite Gray) Серый","197990","197990","","0",""
